spotify_id,name,followers,popularity,genres,chart_hits
0HB4KdHq8OA8xyJyxJ5lc2,Shamma Hamdan,75487.0,33,['khaliji'],['sa (2)']
6L7j9oK58YpVLZClqX0iF4,ARY,11347.0,59,"['german hip hop', 'german trap']","['at (2)', 'de (2)', 'lu (1)', 'ch (1)']"
5nLnIboxUroy6N5HBGRTMe,Huang Yali,1340.0,18,[],['tw (1)']
2Y8dw810oc7wqr6D0eWrJp,Wanton chulito,16081.0,53,[],"['co (1)', 'do (1)', 'pa (1)']"
7CMzEHSpUYD3RLQ13kF7UM,Croupie,806.0,33,['ukrainian viral pop'],['ua (1)']
1gs79u8PKkWAW1yfymbkTt,MILES,30472.0,45,['trap italiana'],['it (1)']
5e8zwssZRVyImQCK1Q8eUR,HLH flokkurinn og Sigga Beinteins,11.0,0,[],['is (1)']
54dqxLAclwu0QSaTwCyCaF,Neffa,282784.0,56,"['italian adult pop', 'italian hip hop', 'italian indie pop', 'italian underground hip hop', 'rap napoletano']",['it (5)']
3iPdJaQD2j4rJXuDUmegE8,Mario,866.0,1,['italian pop'],['it (1)']
47ayujifWygPTXPOQHT6K8,Diljit Dosanjh,4.0,0,[],['in (1)']
1Sl3idO2XzH3AVb6nOjOxs,Reda Rwena,66796.0,41,"['german drill', 'german hip hop', 'german underground rap']",['de (1)']
5ELPejPzr90MkvmpQEr3RU,Phuong Linh,35081.0,28,['v-pop'],['vn (1)']
73c2MjCAFNyKYIs7nBlqG2,Marisela,1539543.0,66,"['latin pop', 'ranchera']",['ni (2)']
1lEmHQmPVkmg8mQrQt1bH4,Empress In Road,0.0,0,[],['ee (1)']
5tSLi6cjbhBiEZzNZrOeMs,Piateed,1755.0,23,[],['no (4)']
5zId1SmYy46E9v2KQsSTFR,Whales,31852.0,59,"['bass trap', 'dubstep', 'gaming edm']",['sa (1)']
1bVvwhtHbD84F522mOiFBC,Milan Stankovic,36374.0,36,['turbo folk'],['at (1)']
1PruL3P8slDEQAjSuOjuPd,Spiff TV,6179.0,46,[],"['cl (1)', 'do (1)', 'sv (1)', 'gt (1)', 'hn (1)', 'ni (1)', 'pa (1)', 'py (1)']"
7n3wIDVz0iAhBdZEFveZI7,Julie Maria,3289.0,20,['danish singer-songwriter'],['dk (1)']
4vIsAZx8AolYa6paJphDGY,Nirvair Pannu,243517.0,59,"['desi pop', 'punjabi pop']",['in (1)']
183DgO92lAqgpVVNKI7ZKF,Raj Ranjodh,52436.0,46,"['desi hip hop', 'desi pop', 'punjabi pop']",['in (1)']
5GBXwBVQufRCmwI1bNRIUo,Only C,353673.0,47,['v-pop'],['vn (3)']
3J7r4VsNmuWixU0nXvyPd8,Kalash,470056.0,61,"['french hip hop', 'pop urbaine', 'rap antillais', 'trap antillais']","['at (1)', 'be (2)', 'fr (17)', 'de (1)', 'it (1)', 'lu (4)', 'ma (1)', 'ch (3)']"
60XHOAhvEBiV6BGBOv8ClM,La Joaqui,144621.0,60,"['argentine hip hop', 'rap latina']","['ar (2)', 'uy (2)']"
2C0Cu6wbLYQyXl8MDwH2JE,Nathaniel,9006.0,36,"['australian pop', 'australian talent show']","['au (2)', 'nz (1)']"
2eRNMtoi82UZUuaL6naDjA,Cœur De Pirate,451651.0,57,"['chanson', 'french pop', 'nouvelle chanson francaise']","['ca (1)', 'fr (1)']"
1l9YwTDjZXZgnAOlLKEuRP,Frank Friendly,292.0,5,[],['no (1)']
751CmpzStQkZd5MNQtSgAB,Circus Mircus,2920.0,26,['georgian alternative'],['lt (1)']
0MZ55DwuMQ1B2TXq9lcrE4,Kraftklub,762956.0,63,"['german indie', 'german pop', 'german rock']","['at (4)', 'de (16)', 'lu (1)', 'ch (1)']"
1yzgJmZf5CxtFfGfRFm4Si,Gajendra Verma,1688081.0,62,"['desi pop', 'filmi', 'modern bollywood']",['in (5)']
5GIcOzVFTNnzArytjmTkW8,Bizzey,368880.0,62,"['dutch hip hop', 'dutch rap pop']","['be (6)', 'nl (53)', 'tr (1)']"
2zNBaFfKa0B5x3e9ieMscI,Oldzzies,0.0,0,[],['ee (1)']
2DIegoHjgAlIc6HYGGbu4h,Sophie Chen,11122.0,46,"['mandopop', 'taiwan singer-songwriter']",['tw (3)']
39yVoqm6sYFvvqF1RciUVf,Carlos Rivera,3727370.0,72,"['latin arena pop', 'latin pop', 'mexican pop']","['ar (1)', 'bo (4)', 'co (1)', 'cr (5)', 'ec (2)', 'gt (3)', 'hn (1)', 'mx (13)', 'pa (1)', 'pe (3)', 'uy (2)']"
6ghiFYcwn2Vzl6K50U0UPz,Michael Ray,430842.0,56,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']","['us (1)', 'ca (1)', 'tw (1)']"
1frSJ3BwjRHE9jgMRQV5wC,Zookeepers,8206.0,45,['bass trap'],"['dk (2)', 'my (1)', 'ph (1)', 'sg (1)', 'tw (1)', 'th (1)']"
36PxHmbx5QrRTpuCaw4FuV,Youngn Lipz,78679.0,54,"['aussie drill', 'pop rap']","['au (8)', 'nz (2)']"
1SN71xW3yOVbPgsGFBMXTZ,Csaknekedkislány,23169.0,44,"['hungarian pop', 'hungarian rock', 'magyar alternative']",['hu (1)']
4vhqcVj9Z97OmzOY9ha2Ho,Enero,6910.0,20,['cumbia pop'],['uy (1)']
1KQJOTeIMbixtnSWY4sYs2,Paky,491113.0,71,"['italian hip hop', 'trap italiana']",['it (22)']
0fM4WhKpjJZc3a0eX947Tc,Sirius,1.0,25,[],
49tMmj6UvVRDxN1Hn4wiBi,Marvel B,2302.0,0,[],['cl (1)']
688ekAE2qdQA7jJbmqcXGL,yccc,937.0,43,['chinese viral pop'],['tw (1)']
4Gu5S2cvAxuZvPgqs5zW7e,Sonora Palacios,53866.0,45,['cumbia chilena'],['cl (2)']
3lDpdwM8KILepMHqBWUhIA,The Struts,314006.0,58,"['glam rock', 'modern alternative rock', 'modern rock']","['pl (1)', 'ch (1)']"
5aINmhPWfAHvZ5qaMdBezq,Amatria,19055.0,39,"['latin rock', 'spanish indie pop', 'spanish modern rock', 'spanish noise pop']",['mx (1)']
52kkq3LdnSafdKRWjNqKBw,Rotjoch,3871.0,54,"['dutch hip hop', 'dutch rap pop']",['nl (7)']
3nEiRzdQNmkUgoknNt9IRu,Niklas Strömstedt,37205.0,39,"['classic swedish pop', 'swedish pop']",['se (11)']
0xECfhlRzRRIIe2Co5HX6n,Squeezie,367412.0,52,['chanson virale'],"['be (1)', 'fr (7)', 'ch (1)']"
3R8cwPSchx04GTEWkLgJfe,Chdry Saqib,1976.0,0,[],['in (1)']
6SGCqG5HEr5gFZR9ct8wID,Matías Valdez,44663.0,58,['cumbia pop'],['uy (11)']
6y5amJcTjeDgLXIjtQLMst,SAYGRACE,173252.0,57,"['dance pop', 'pop', 'r&b']","['us (1)', 'gb (1)', 'au (1)', 'at (1)', 'be (1)', 'bo (1)', 'br (1)', 'bg (1)', 'ca (1)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (1)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (1)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (1)', 'is (1)', 'id (1)', 'ie (2)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mt (1)', 'mx (1)', 'nl (1)', 'nz (1)', 'ni (1)', 'no (2)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'sg (1)', 'sk (1)', 'es (1)', 'se (1)', 'ch (1)', 'tw (1)', 'tr (1)']"
72mJx5QexvdKQK1mi5CB4T,Talal Sam,6451.0,22,[],['sa (1)']
5rhznZjKfSxtKVqB0JZtpC,Bonde R300,575282.0,42,"['funk carioca', 'funk paulista']",['br (1)']
4nT1hsAySSK78ycor1bVn0,Dengaz,66996.0,32,"['hip hop tuga', 'rap angolano']",['pt (5)']
6KGWY3YSxi1rBESkloCZTo,Ezad Lazim,5734.0,29,['malaysian pop'],['my (1)']
5SVGhU7cTodC79weaAmjYy,Karetus,39121.0,37,"['hip hop tuga', 'portuguese pop']",['pt (5)']
4mYFgEjpQT4IKOrjOUKyXu,Wheatus,126347.0,63,['pop rock'],"['gb (1)', 'au (1)', 'at (1)', 'de (1)', 'ie (2)']"
1svhqU5A39QYEmwbswohYD,Grend Kid,4321.0,33,[],"['cy (1)', 'gr (1)']"
78sIlhMniFgXlOrNWnPtIl,Tegi Pannu,196582.0,61,"['desi hip hop', 'desi pop', 'punjabi pop']",['in (4)']
6jLm0BMPaQqUm0TyZqEvuP,Gypso Ariigantha,758.0,29,[],['th (1)']
1S2S00lgLYLGHWA44qGEUs,Gen Hoshino,1412333.0,64,"['j-acoustic', 'j-pop', 'japanese singer-songwriter']","['hk (2)', 'jp (21)', 'kr (2)', 'tw (2)', 'th (2)']"
4IkfIjJ8uVC6anPFCBUhNE,Cap Gold,946.0,25,[],['lt (1)']
4N20eqmDGVuWlXaS6PR00n,Janice Mangion,329.0,8,['maltese pop'],['mt (1)']
78xUyw6FkVZrRAtziFdtdu,The Roots,1216070.0,59,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'philly rap', 'political hip hop', 'southern hip hop']",['fr (1)']
4Sm7JCttzWMwHJtb3UJ8SY,Mocedades,584481.0,56,"['bolero', 'cancion melodica', 'latin pop', 'pop romantico', 'ranchera']",['mx (1)']
1xr2G8Hlx4QWmT9HaUbmoO,Young Stoner Life,90775.0,65,"['hip hop', 'rap', 'southern hip hop', 'trap']","['us (10)', 'gb (3)', 'au (1)', 'at (2)', 'be (1)', 'bg (3)', 'ca (7)', 'cy (2)', 'dk (1)', 'eg (1)', 'ee (1)', 'fi (1)', 'de (2)', 'gr (2)', 'hu (1)', 'is (5)', 'ie (1)', 'il (1)', 'lv (3)', 'lt (2)', 'lu (3)', 'ma (3)', 'nl (1)', 'nz (1)', 'no (1)', 'pt (1)', 'ro (4)', 'ru (1)', 'sa (1)', 'sk (2)', 'za (7)', 'kr (2)', 'se (1)', 'ch (3)', 'ae (3)']"
34h9cqQWoQI9E6UesG2dWz,Asala Maleh,18647.0,14,[],"['sa (2)', 'ae (1)']"
1jGH20nvJkL1AZfJDEPaHM,Yo Dawg Z,0.0,0,[],['ee (1)']
4KJ6jujcNPzOyhdNoiNftp,lovelytheband,360970.0,61,"['indie poptimism', 'modern alternative rock', 'modern rock']","['us (1)', 'ca (1)', 'ee (1)', 'lv (1)', 'lt (1)', 'mt (1)', 'nz (1)', 'sk (1)', 'tw (1)']"
5lLVx3mMyUvZ9QKzM09CZa,Khrystyna Soloviy,158107.0,45,"['ukrainian folk rock', 'ukrainian pop', 'ukrainian rock']",['ua (2)']
6fXPelw8Z7kOBY0waHAdwO,Nks,18466.0,32,"['hungarian hip hop', 'hungarian underground rap']",['hu (1)']
0WleeEe3UurwlNbDGhb5Yz,ALLMO$T,821638.0,53,"['opm', 'pinoy hip hop', 'pinoy r&b', 'tagalog rap']","['ph (6)', 'ae (1)']"
6q4uDyPsXgd2pezy0dYgtE,ZINNIA,27.0,0,[],['is (1)']
4HyBLptfM7nZhrcss4if7x,Ung Hoang Phuc,195065.0,37,['v-pop'],['vn (1)']
48h12D3cJbqfn1ReVL9qbw,Strat,29039.0,56,['greek drill'],"['cy (2)', 'gr (15)']"
6xF3XdxG7VHRmQmTJxRqX8,Manu Gavassi,724049.0,53,"['funk carioca', 'nova mpb', 'pop', 'pop nacional', 'post-teen pop']",['br (3)']
38Bf9u0Tg0JOEcjxzqSuAj,JR Torres,53365.0,60,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana', 'sierreno']",['mx (1)']
145zDAbvELoocgZ4bZrSXe,3 Composers,27283.0,46,['indonesian pop'],['id (1)']
6NhHJhA9RUuIkeGgecjRBM,UNICEF Iceland,228.0,6,['icelandic hip hop'],['is (1)']
5zVEKXJri9Ef1x6vMam3jk,Vino,666.0,21,[],['no (1)']
5sc0loMqCN6R1ap06baL2K,Tareq Al Harbi,22099.0,19,['gulf hip hop'],"['sa (1)', 'ae (1)']"
2h93pZq0e7k5yf4dywlkpM,Frank Ocean,9951370.0,83,"['hip hop', 'lgbtq+ hip hop', 'neo soul', 'pop']","['us (17)', 'gb (10)', 'au (15)', 'at (1)', 'be (3)', 'bg (4)', 'ca (14)', 'cy (1)', 'dk (13)', 'ee (7)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (2)', 'hk (1)', 'hu (1)', 'is (20)', 'id (1)', 'ie (8)', 'lv (5)', 'lt (8)', 'lu (2)', 'mt (1)', 'nl (1)', 'nz (14)', 'no (7)', 'pl (1)', 'pt (6)', 'ro (1)', 'sa (1)', 'sg (2)', 'sk (3)', 'za (4)', 'se (6)', 'ch (3)', 'ae (2)']"
0GykMtlKoc68Hj2jwZLXul,Nosowska,98696.0,44,"['polish alternative', 'polish pop']",['pl (2)']
35EByCqBoI2ze5Gf1cqdQu,Brent,5330.0,29,[],"['be (1)', 'nl (1)']"
5ylOD196qui8JgXBrQUzok,Kyo,244161.0,51,"['chanson', 'francoton', 'french pop', 'french rock']",['fr (1)']
6RvSPZZyrLReQqRW3xt8ZI,Tovino Thomas,6274.0,47,['mollywood'],['ae (1)']
6DiAVYfSzZi8h1fGuTD6LI,Jimmy Bondoc,409546.0,46,"['classic opm', 'opm']",['ph (1)']
7kUbO9TQchk9kF6nvfhOcY,Thascya,1876.0,12,[],['br (2)']
12GqGscKJx3aE4t07u7eVZ,Peso Pluma,72985.0,72,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana']","['sv (1)', 'gt (2)', 'hn (1)', 'mx (2)', 'ni (1)']"
57RYqNhEvaNiafuP1X73GS,Equalz,75937.0,48,"['dutch hip hop', 'dutch pop', 'dutch rap pop']","['be (1)', 'nl (26)']"
2VdxcRZenJ5qgyMjZv5wOI,One Function,4771.0,25,"['progressive psytrance', 'psychedelic trance']",['il (1)']
1WU701LQ9Ox2byHTHa1aM7,niinja,78.0,24,[],['fi (1)']
1hW7OVOpi85Y1TuC5GOa8K,COSMO.,37.0,0,[],['hk (1)']
3aUl9FisrxNctsdzYh3aJX,Annie Leigh,409.0,20,['christmas instrumental'],['fi (1)']
2QslFlDyZVpLYwfqyRDkNs,Onur Can Özcan,1079883.0,60,"['turkce slow sarkilar', 'turkish pop']",['tr (4)']
7hB5MsPRlZ0sz1syE8upIK,Zävodi,644.0,6,[],['hu (1)']
1wKDGglKV4FsFS85r2Dmpr,Airbag,363911.0,61,['argentine rock'],"['ar (3)', 'uy (1)']"
6zgklcaF5juoL4nx54Ohan,Bossy,17998.0,34,"['turkish hip hop', 'turkish trap', 'turkish trap pop']",['tr (1)']
04QHNiih9ZesPvals6II1h,MC Marks,887752.0,69,"['funk carioca', 'funk consciente', 'funk ostentacao', 'funk paulista']","['br (2)', 'pt (1)']"
5yuHwiLMl8Mz5onBhn5HII,Peter Lundblad,3886.0,31,['classic swedish pop'],['se (1)']
3USGrdyXkg1eLoWJ7KhrhJ,Adi Ulmansky,4456.0,32,"['israeli hip hop', 'israeli pop']",['il (2)']
1OXHqAK6r5mF0FV94nc0pD,OG-ANIC,659693.0,45,['thai hip hop'],['th (6)']
5itNRAG8DPcD6Yrm1rFPLv,Distrito 23,70677.0,49,[],"['br (1)', 'pt (1)']"
3cjEqqelV9zb4BYE3qDQ4O,EXO,9151459.0,69,"['k-pop', 'k-pop boy group']","['bg (6)', 'hk (11)', 'id (37)', 'jp (2)', 'lt (1)', 'my (35)', 'ph (14)', 'sg (15)', 'kr (6)', 'tw (16)', 'th (26)', 'vn (16)']"
3KNYn0ah22HXySPgPkMsrS,Eirikur Hauksson,530.0,18,"['classic icelandic pop', 'icelandic rock']",['is (1)']
7rPv4DjafGL4EBCatx4t8U,Skaldowie,31577.0,38,"['classic polish pop', 'polish pop']",['pl (1)']
7nAL6HRisO90oRTDWIF2IC,100 First Songs' Participants,586.0,32,"[""muzika l'yeladim""]",['il (1)']
4BgNISEfw70NKXHb9lIB8O,Iskrata,6855.0,23,['bulgarian pop'],['bg (1)']
1GedScfXwlE0mqLZzzliN2,Ben Delay,6377.0,35,"['deep groove house', 'groove room', 'house']",['bg (1)']
18KsILOMx3thJRzBYBnKHW,J-Dawg,2805.0,41,['russelater'],['no (1)']
0iwYda8PBVlR2xj8tPGpbm,Anni Lahe,1958.0,30,"['finnish dance pop', 'finnish pop']",['fi (4)']
5Pq1eqKbVKRziJs6cSUoBy,La Joven Guardia,12215.0,30,"['pop romantico', 'rock nacional']",['ar (1)']
1ZRgSgUcrIJQOzhiDNrUVL,Frida Green,1837.0,37,['eurovision'],['se (1)']
2ufQfSFDFXfMS7MEMzdGZE,Białas,520650.0,66,"['polish hip hop', 'polish trap']",['pl (55)']
4KWTAlx2RvbpseOGMEmROg,R.E.M.,3671605.0,72,"['alternative rock', 'athens indie', 'permanent wave', 'pop rock', 'rock']","['ar (1)', 'au (1)', 'be (1)', 'cr (1)', 'nz (1)', 'pe (1)', 'pl (1)', 'es (2)', 'tr (1)']"
74YbW6s8CZdaYLxJU9HeS7,Mister You,968075.0,61,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais']","['fr (8)', 'ma (5)']"
4Fip6EDZhA4qDiA1vS0Oe5,Phạm Toàn Thắng,1567.0,17,"['indie viet', 'vietnamese singer-songwriter']",['vn (1)']
6YqdtpUutxodni6lUD4stM,WANIMA,1128711.0,60,"['j-pop', 'j-punk', 'j-rock', 'japanese pop punk', 'japanese punk rock']",['jp (8)']
3cbd5GWGOknxmFAe77MDbk,ELLEGARDEN,474737.0,54,"['j-pop', 'j-poprock', 'j-rock', 'japanese emo', 'japanese pop punk', 'japanese punk rock']",['jp (6)']
42jeWT1YU3yKejPa704z25,Hypzex,25153.0,49,['new school turkce rap'],['tr (1)']
2vRJ1xr5DT4PdBnM63DBJZ,Ismo,172609.0,50,"['dutch hip hop', 'dutch rap pop']","['be (1)', 'nl (47)']"
2uK9brrdr72aG8DS0X7M60,Superbrothers,134.0,10,['mgp'],['dk (1)']
2HYZy1ndUbE1sJw9zfOaEB,呂薔Amuyi,5165.0,28,"['chinese electropop', 'taiwan pop']",['tw (1)']
5jHHrDL2sqDqV326TvhQlK,Slimso,3843.0,17,"['slovak hip hop', 'slovak trap']",['sk (1)']
4qCKUiCnxl18wGx7Bvk5fD,MAI LAN,19496.0,41,['french indie folk'],['fr (1)']
2SIBY7Jwq1kYng12Zguo3C,ReoNa,234902.0,55,"['anime', 'j-pixie']",['jp (1)']
6llw8XIxsVzsgC0IJorLLo,Nico & Kim,7822.0,22,[],['tw (2)']
062AuVsQPIt8pXzbENjI9p,Kamil Hoffmann,11731.0,46,"['czech hip hop', 'czsk hip hop']",['sk (3)']
0MxxbjQyul7WXUFy0O6qiu,Tomas Heredia,8339.0,29,"['deep uplifting trance', 'progressive house', 'progressive trance']",['ar (1)']
0n1Ay4Uwuc0QkRXYAnExp8,SarahStiltner,0.0,0,[],['ni (5)']
5i0snp4GKBLiFsAZAwuJ5b,Leo Gassmann,22392.0,28,[],['it (2)']
6arfS6PinvWKGyMd1AqgFI,Balqees,218601.0,44,"['arab pop', 'khaleeji iraqi', 'khaliji', 'yemeni pop']","['eg (1)', 'ma (2)', 'sa (4)']"
4QFG9KrGWEbr6hNA58CAqE,Aleman,4091128.0,74,"['mexican hip hop', 'trap mexicano']",['mx (10)']
1B0fCkXH620aujSMm3wIKS,Sura İskenderli,362407.0,54,"['turkish pop', 'turkish trap pop']","['cy (1)', 'tr (4)']"
1cT0pBQ6D82GzRBeoMiXkV,Denis Graça,28848.0,29,"['kizomba', 'kizomba cabo-verdiana']",['pt (1)']
3NRXKeatDxKe4apH6XawKX,DA PUMP,338313.0,45,"['j-pop', 'j-pop boy group', 'japanese dance pop', 'okinawan pop']",['jp (3)']
2zw4zwwb2LoNYssj3hdLoa,b.G,355.0,46,['russelater'],['no (1)']
4cSYNpczcvTUpnPMFDLsIc,Raaban,418984.0,58,[],"['at (1)', 'br (1)', 'cl (1)', 'co (1)', 'cz (2)', 'dk (5)', 'ec (1)', 'sv (1)', 'ee (8)', 'fi (15)', 'de (1)', 'gr (1)', 'gt (1)', 'hn (1)', 'hu (3)', 'is (1)', 'ie (1)', 'it (1)', 'lv (2)', 'lt (4)', 'mt (1)', 'nl (1)', 'no (14)', 'pa (1)', 'py (1)', 'pt (1)', 'ro (1)', 'sk (2)', 'es (1)', 'se (13)', 'ch (1)', 'tr (1)', 'uy (1)']"
1wak0ZG1LUrZPYx8RDTQoD,Noa Kirel,330394.0,55,['israeli pop'],['il (18)']
2PGHvstK1cEjR9AX2ERq9l,Myles 6ix,5277.0,34,"['hip hop tuga', 'rap criolo']",['pt (1)']
19MVxKZZdPj2X0F8pi0OCT,Sukhwinder Singh,379324.0,66,"['classic bollywood', 'desi hip hop', 'desi pop', 'filmi', 'modern bollywood']",['in (1)']
28JPqJh7jsUuxus33Kfwe7,Joe Flizzow,214966.0,49,"['malay rap', 'malaysian hip hop', 'malaysian indie', 'malaysian pop', 'singaporean hip hop']",['my (11)']
5TIgVeqYHwf9v56rySzVRw,William Last KRM,11957.0,26,['botswana pop'],['za (1)']
3giS0ZS4ACM4WKXU1VklAD,Антон Токарев,3065.0,38,[],"['ru (1)', 'ua (1)']"
1b7AEdUSudOQoZF5ebUxCL,Humbe,367856.0,62,['monterrey indie'],"['bo (4)', 'cr (3)', 'ec (4)', 'sv (4)', 'gt (3)', 'hn (4)', 'mx (4)', 'ni (2)', 'pa (2)', 'py (1)', 'pe (5)']"
6aHaYKL09sA8L260zXNlVR,andreas odbjerg,37083.0,58,"['danish pop', 'scandinavian r&b']",['dk (7)']
33oY0RTyXAMYBM6QSImuo7,Mike 曾比特,28108.0,45,"['cantopop', 'hk-pop']",['hk (7)']
1Qx9W9TY2vPox7BS9urTlK,Lulu Huang Lu Zi Yin,9028.0,24,['taiwan pop'],['tw (1)']
6HwRSGDwpltqE6T0xQF8Xu,Noa,36231.0,41,['israeli pop'],['es (1)']
2UhQHcRXyVTc6IO0bFIRh3,DJ Abdel,30064.0,43,"['french hip hop', 'french pop', 'rap marseille']",['fr (2)']
0AsThoR4KZSVktALiNcQwW,Chloe x Halle,1857184.0,60,"['alternative r&b', 'dance pop', 'pop', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']","['us (1)', 'my (1)', 'nz (1)', 'za (2)']"
3j0p8s4ghZuEazM5zyiHsD,Beatzarre & Djorkaeff,1254.0,36,[],"['at (1)', 'de (1)', 'lu (1)', 'ch (1)']"
03eZ4y8baXNaR68hpkkDoq,Amuly,89399.0,54,['romanian trap'],['ro (30)']
5TKat8l0kj32ZBTActy8U6,Zlyj Reper Zenyk,5111.0,34,['ukrainian rock'],['ua (1)']
2Xlia1jlI7JDki4Xa42uyK,Phạm Nguyên Ngọc,27323.0,48,"['v-pop', 'vietnamese singer-songwriter']",['vn (3)']
1ioDAlx6i5snCxm2z9ZnUD,Akihito Okano,5374.0,37,[],['jp (1)']
6vWDO969PvNqNYHIOW5v0m,Beyoncé,32087569.0,88,"['dance pop', 'pop', 'r&b']","['us (31)', 'gb (34)', 'ar (2)', 'au (27)', 'at (5)', 'be (25)', 'bo (1)', 'br (32)', 'bg (17)', 'ca (25)', 'cl (2)', 'co (2)', 'cr (3)', 'cy (14)', 'cz (6)', 'dk (13)', 'do (7)', 'ec (2)', 'eg (1)', 'sv (2)', 'ee (16)', 'fi (7)', 'fr (13)', 'de (6)', 'gr (9)', 'gt (2)', 'hn (2)', 'hk (7)', 'hu (9)', 'is (35)', 'in (1)', 'id (2)', 'ie (37)', 'il (10)', 'it (4)', 'lv (13)', 'lt (19)', 'lu (15)', 'my (7)', 'mt (9)', 'mx (2)', 'ma (2)', 'nl (23)', 'nz (24)', 'ni (1)', 'no (16)', 'pa (5)', 'py (2)', 'pe (2)', 'ph (10)', 'pl (11)', 'pt (24)', 'ro (5)', 'sa (2)', 'sg (10)', 'sk (8)', 'za (26)', 'kr (5)', 'es (4)', 'se (17)', 'ch (13)', 'tw (11)', 'th (2)', 'tr (6)', 'ae (13)', 'uy (2)', 'vn (2)']"
7gmUEqRjXK144s5jQMVc8c,Yanix,267840.0,56,"['russian hip hop', 'russian trap']","['ru (5)', 'ua (4)']"
0ru4hXR4RJY1mikvbQKgWa,Jon Lajoie,144988.0,57,"['comedy rap', 'comic', 'parody']","['at (1)', 'cy (1)', 'cz (1)', 'hu (1)', 'in (1)', 'sa (1)', 'sk (1)', 'ch (1)']"
52UG8G6AruhsvcBTGSrCT6,الياس السته,516.0,16,[],['sa (1)']
2TM0qnbJH4QPhGMCdPt7fH,Neck Deep,807103.0,64,"['pop punk', 'uk pop punk']","['gb (1)', 'id (1)']"
5re6NsyXzHg6uvNimzQ3F6,Jota Quest,1988986.0,63,"['brazilian rock', 'mpb', 'pop rock brasileiro', 'rock mineiro', 'rock nacional brasileiro']",['br (1)']
6P5E47LG2XlrXhGu5Ia17x,S1sco,9993.0,39,"['norwegian pop rap', 'norwegian trap']","['dk (1)', 'no (7)']"
5vJv1jaLvJ1pLsYVtOdbOH,Biggio e Mandelli,235.0,0,[],['it (1)']
40KlwpvpKEQtZTJgbml8lT,Teoman,1866271.0,64,"['turkish pop', 'turkish rock']",['tr (11)']
3KNIG74xSTc3dj0TRy7pGX,BLEU,1159612.0,67,"['alabama rap', 'pop rap', 'r&b', 'rap', 'trap']","['us (1)', 'gb (1)', 'ca (1)', 'za (1)']"
5oP7iVvyqD5UI082VrLKiw,Dusk Till Dawn,7025.0,17,[],"['at (1)', 'de (1)']"
31czVneIywpUwJTNOVviJx,Sinan Akçıl,407157.0,48,"['deep turkish pop', 'turkish pop', 'turkish trap pop']",['tr (4)']
581C5Qwl87TskfBEzuoisu,Cafuné,104061.0,69,['brooklyn indie'],"['us (1)', 'id (1)', 'sa (1)', 'sg (1)', 'ae (1)']"
54AKFsyvnohZgODDzDN4bM,Konen på torget,44.0,16,[],['no (1)']
0huGjMyP507tBCARyzSkrv,Cordae,1803987.0,68,"['dmv rap', 'hip hop', 'rap', 'trap', 'underground hip hop']","['us (5)', 'au (1)', 'ca (3)', 'ie (1)', 'lu (1)', 'nz (1)', 'no (1)', 'za (2)']"
6ltKIf1bortd0DQbpgKdQu,Jimbo J,22211.0,47,['israeli hip hop'],['il (1)']
4h8pGxEIOi7j4me1yhYxlD,LSP,676616.0,56,"['belarusian hip hop', 'russian alt pop', 'russian hip hop', 'russian pop']","['ee (1)', 'lv (1)', 'ru (35)', 'ua (26)']"
3ahVFszO9ucf8JQLCNQeYA,Anggun,54777.0,44,"['indonesian pop', 'indonesian rock']",['id (1)']
6SQ1V0fuKnQGrLYE37Q1n3,MIGI,3212.0,37,"['swedish hip hop', 'swedish trap pop']",['se (2)']
5sXx89ZqVFOUKTl5g2uiST,Casseurs Flowters,381006.0,50,"['french hip hop', 'rap conscient']",['fr (12)']
50Ok7VGw5P8rdEWulpTkGP,ATELLWULF,1426.0,38,['ukrainian viral pop'],['ua (1)']
2Cd98zHVdZeOCisc6Gi2sB,Technotronic,226647.0,57,"['eurodance', 'europop', 'hip house', 'new beat']","['ar (1)', 'es (1)']"
6rGGxP2TgRe3vhRh0y9oQd,P.A.T.,41135.0,40,['czsk hip hop'],['sk (2)']
6t41YgqHULlgOq9TK1kcrG,The Kiffness,92924.0,50,"['cape town indie', 'south african pop', 'south african pop dance']","['lt (1)', 'ua (1)']"
